Date,Close/Last,Volume,Open,High,Low,Daily Return,Cumulative Return,SMA_20,SMA_50,EMA_20,EMA_50,Volatility_20
2014-11-26,207.64,61927210,207.29,207.76,207.03,0.002559026604219916,0.026193535633093123,,,204.9417807855687,203.69143022203812,
2014-11-28,207.2,57890090,207.49,207.87,206.91,-0.0021190522057407124,0.024018977957892984,,,205.1568492821812,203.8290211937229,
2014-12-01,205.76,103711100,206.4,206.54,205.38,-0.006949806949806958,0.016902243748146972,,,205.21429220768778,203.9047458527926,
2014-12-02,207.085,74435510,205.81,207.34,205.782,0.006439541213063782,0.023450627656420142,,,205.39245485457465,204.0294617017027,
2014-12-03,207.89,68869870,207.3,208.15,207.1,0.0038872926576043465,0.02742907976672959,205.336,,205.6303162969961,204.18085536045947,
2014-12-04,207.66,91222700,207.54,208.265,206.7,-0.0011063543219971272,0.02629237916378413,205.602,,205.823619506806,204.31729240514736,0.0031602874430123164
2014-12-05,208.0,90978050,207.87,208.47,207.55,0.001637291726861223,0.027972719185529682,205.8445,,206.03089383949117,204.46171231082786,0.003097562363266133
2014-12-08,206.61,108460400,207.52,208.12,205.93,-0.006682692307692251,0.021103093802510964,206.00799999999998,,206.08604680715868,204.54595888687382,0.003563250874840505
2014-12-09,206.47,125033900,204.37,206.6,203.91,-0.0006776051497991986,0.020411189087674586,206.1325,,206.12261377790549,204.62141147954543,0.0035333784106808884
2014-12-10,203.1601,159140400,205.91,205.98,202.93,-0.01603090037293553,0.0040530789759813945,206.081755,,205.84046960858115,204.56410514701426,0.005128234340351632
2014-12-11,204.19,158542800,203.88,206.19,203.71,0.005069400930596046,0.009143026588910086,206.093255,,205.6832820268115,204.54943435693528,0.005258023837091679
2014-12-12,200.89,201983200,202.64,203.819,200.85,-0.016161418286889773,-0.007166155975091182,205.92825499999998,,205.22677897663897,204.40592712725154,0.00637705034171318
2014-12-15,199.51,188920400,201.98,202.53,198.78,-0.006869431031907958,-0.013986359592764397,205.691755,,204.6823238360067,204.2139299850064,0.006512969920313333
2014-12-16,197.91,258867900,198.58,202.395,197.86,-0.008019648137937874,-0.02189384204803768,205.36875500000002,,204.0373406135299,203.9667170444179,0.006673593283447635
2014-12-17,201.79,252458700,198.44,202.34,198.29,0.01960487090091445,-0.0027181970940000078,205.180755,,203.8233081741461,203.8813555916956,0.008050661070180983
2014-12-18,206.78,256909600,204.74,212.97,203.92,0.024728678328955978,0.02194326381338385,205.258755,,204.10489787184645,203.99502792143306,0.009874685554571787
2014-12-19,206.52,242836400,206.43,207.33,205.6109,-0.0012573749879097873,0.0206582979144021,205.305755,,204.33490759833725,204.09404643431805,0.009876308617985203
2014-12-22,207.47,147884900,206.75,207.47,206.46,0.004600038737168299,0.02535336562222068,205.345255,,204.63348782706703,204.22643677022714,0.009857409041337297
2014-12-23,207.75,120516200,208.17,208.23,207.3991,0.0013495927121993656,0.026737175051893436,205.369755,,204.9302985102035,204.36461572041432,0.009842794711995964
2014-12-24,207.77,42963400,208.02,208.34,207.72,9.626955475328103e-05,0.02683601858258422,205.40275499999998,,205.2007462711365,204.49816020196673,0.009840610377292495
2014-12-26,208.44,57204150,208.31,208.85,208.25,0.003224719641911733,0.03014727686072982,205.44275499999998,,205.50924662626636,204.6527421548308,0.009850113275493297
2014-12-29,208.72,79514380,208.22,208.97,208.14,0.001343312224141302,0.0315310862904028,205.518755,,205.81503266186004,204.8122424624845,0.00983692115749487
2014-12-30,207.6,73448190,208.21,208.37,207.51,-0.00536604062859336,0.025995848571711555,205.610755,,205.9850295512067,204.92156628748512,0.009780759113919953
2014-12-31,205.54,130284300,207.99,208.19,205.39,-0.009922928709055867,0.015814964910547236,205.53350500000002,,205.9426457844251,204.9458185899367,0.009939985348834923
2015-01-02,205.43,121394000,206.38,206.88,204.18,-0.0005351756349127879,0.015271325491747367,205.41050499999997,,205.8938223763846,204.9648060962137,0.009890352323176815
2015-01-05,201.72,169139200,204.17,204.37,201.35,-0.01805967969624689,-0.0030641494514176415,205.11350499999998,,205.4963154833956,204.83755879832296,0.01063883802841391
2015-01-06,199.82,208922400,202.09,202.72,198.855,-0.009418996628990706,-0.012454284867054688,204.70450499999998,,204.9557140087865,204.64079178662402,0.010759471999886144
2015-01-07,202.31,125069700,201.42,202.72,200.88,0.012461215093584332,-0.0001482652960355102,204.48950499999998,,204.7037412460449,204.54938818714857,0.011160291690130783
2015-01-08,205.9,146039400,204.01,206.16,203.99,0.01774504473333005,0.017594148462984016,204.461005,,204.81767065118348,204.60235335628,0.011921895888485433
2015-01-09,204.25,157293400,206.4,206.42,203.51,-0.008013598834385682,0.009439557180983327,204.5155,,204.7636067796422,204.58853557760233,0.011483745465474886
2015-01-12,202.65,144043100,204.41,204.6,201.92,-0.007833537331701335,0.001532074725709931,204.4385,,204.56231089586677,204.5125145745591,0.011565619274201662
2015-01-13,202.08,214341100,204.12,205.48,200.51,-0.0028127313101405926,-0.001284965898981194,204.498,,204.32590033435565,204.41712184614505,0.010973012848786346
2015-01-14,200.86,192551700,199.65,201.1,198.57,-0.006037212984956408,-0.007314421271127025,204.5655,,203.99581458822655,204.27762687178642,0.010945730176771274
2015-01-15,199.0199,175383200,201.63,202.01,198.88,-0.009161107238872868,-0.016408520312344854,204.620995,,203.5219179607764,204.07144150426538,0.010994774506537906
2015-01-16,201.63,211677200,198.77,201.82,198.55,0.013114768925117426,-0.0035089453395269476,204.612995,204.7034,203.3417352978453,203.97569870017654,0.010479874718681104
2015-01-20,202.055,130756800,202.4,202.72,200.17,0.0021078212567575694,-0.0014085203123448409,204.376745,204.6977,203.2191890790029,203.90037718252256,0.008749835240852218
2015-01-21,203.08,122729500,201.5,203.66,200.94,0.005072876197075082,0.0036572106355645673,204.204745,204.6963,203.20593297624072,203.868205528306,0.008858378468369623
2015-01-22,206.1,173536400,203.99,206.26,202.33,0.01487098680323018,0.01858258376989297,204.136245,204.75150000000002,203.48155840707494,203.95572688013715,0.009464998906422783
2015-01-23,204.97,117356900,205.79,206.1,204.81,-0.0054827753517709965,0.012997924285856222,203.997245,204.7713,203.62331474925827,203.99550229660235,0.009525859431296014
2015-01-26,205.45,91684840,204.71,205.56,203.85,0.0023418061179685257,0.015370169022438152,203.88124499999998,204.7968,203.79728477313844,204.0525414222258,0.00954808198654919
2015-01-27,202.74,133590500,202.97,204.12,201.74,-0.013190557313214835,0.001976870613819015,203.596245,204.7724,203.6965909852205,204.0010692095895,0.009908163011242303
2015-01-28,200.14,167681700,204.17,204.29,199.91,-0.012824306994179802,-0.010872788376000142,203.167245,204.6914,203.35786803424713,203.84965473078208,0.010208223055624412
2015-01-29,201.9902,173293000,200.38,202.3,198.68,0.009244528829819076,-0.0017287733517835635,202.886755,204.646404,203.2276139357474,203.77673493741807,0.010477453814383156
2015-01-30,199.45,193789000,200.57,202.17,199.13,-0.012575857640618193,-0.01428289018483686,202.58225499999998,204.548004,202.86784117996194,203.6070590575193,0.010608123509630476
2015-02-02,201.92,162649000,200.05,202.03,197.86,0.012384056154424616,-0.002075714144508689,202.406755,204.47540399999997,202.77757059139415,203.54089987879306,0.011050827134818917
2015-02-03,204.84,123861500,203.0,204.85,202.55,0.014461172741679906,0.012355441336365125,202.562755,204.467804,202.9739924398328,203.5918449815855,0.010767006403999805
2015-02-04,204.06,132933500,203.92,205.38,203.51,-0.003807850029291182,0.008500543639419433,202.774755,204.43740400000002,203.07742173127733,203.6102040019155,0.010557152062446293
2015-02-05,206.12,97236260,204.86,206.3,204.77,0.01009507007742827,0.018681427300583975,202.965255,204.42620399999998,203.3671910902033,203.7086273743894,0.010435731124010871
2015-02-06,205.55,125550800,206.56,207.24,204.92,-0.002765379390646139,0.01586438667589296,202.947755,204.39200400000001,203.5750776530411,203.78083806558982,0.009682634186431267
2015-02-09,204.63,87074270,204.77,205.64,204.135,-0.004475796643152563,0.01131758426411067,202.96675499999998,204.342404,203.67554644798955,203.81413853360593,0.00956086069269619
2015-02-10,206.81,95999260,205.88,207.12,204.6801,0.010653374383032821,0.022091529109420582,203.174755,204.32580399999998,203.9740658338953,203.93162329699396,0.009643086927167354
2015-02-11,206.93,90268410,206.61,207.45,205.83,0.0005802427348775563,0.022684590293566176,203.417255,204.32040399999997,204.2555833735243,204.04920669711186,0.009601111551372755
2015-02-12,208.92,97202820,207.89,208.99,206.9727,0.009616778620789468,0.032519521597312195,203.820255,204.383604,204.69981352842674,204.2402181991859,0.009615529220428264
2015-02-13,209.78,93553960,209.07,209.84,208.76,0.00411640819452419,0.03676979341702147,204.35826,204.43750400000002,205.18364081143372,204.45746454431585,0.009255038088636135
2015-02-17,210.11,76888670,209.4,210.32,209.1,0.0015730765563923832,0.03840071167342152,204.78226,204.48190400000004,205.65281787701147,204.67913260140153,0.008923850142554498
2015-02-18,210.13,80057400,209.66,210.22,209.3401,9.518823473420035e-05,0.03849955520411252,205.18600999999998,204.531304,206.07921617443895,204.89289210722893,0.008935095587578944
2015-02-19,209.98,91364150,209.41,210.42,209.24,-0.0007138438109741685,0.03775822872393064,205.53101,204.570904,206.45071939592094,205.09238653439644,0.008924009574275778
2015-02-20,211.239,140029800,209.48,211.33,208.73,0.005995809124678564,0.0439804289809238,205.78795999999997,204.66348399999998,206.90674612011895,205.33343019971426,0.008442797846263
2015-02-23,211.209,74250690,210.94,211.21,210.48,-0.00014201922940371148,0.04383216368488729,206.09991,204.75826400000003,207.31648458486956,205.56384470168624,0.008301381078144994
2015-02-24,211.81,72214030,211.12,212.05,210.76,0.0028455226813250967,0.04680241178214928,206.41791000000003,204.93126199999998,207.74443843392962,205.80879196828678,0.008304727234908705
2015-02-25,211.63,72874810,211.66,212.24,211.22,-0.0008498182333223081,0.04591282000593111,206.86241,205.080062,208.11449191641253,206.03707463619713,0.007577867413199762
2015-02-26,211.38,72577040,211.52,211.71,210.65,-0.0011813069980626256,0.04467727587229464,207.42441,205.289862,208.425492686278,206.24660112105215,0.006768960229997095
2015-02-27,210.66,107946400,211.26,211.58,210.6,-0.0034061879080329316,0.04111890876742175,207.85789999999997,205.51286199999998,208.63830290663248,206.41967558689325,0.006721780344314564
2015-03-02,211.99,87300760,210.78,212.06,210.72,0.006313490933257393,0.04769200355836767,208.4849,205.79446199999998,208.95751215361986,206.6381196815249,0.005813119124090758
2015-03-03,211.12,110141700,211.47,212.054,210.08,-0.004103967168262668,0.04339230997331289,208.94490000000002,205.981062,209.1634633770846,206.81387969401413,0.005587374570367813
2015-03-04,210.2301,114257600,210.4,210.49,209.06,-0.0042151383099660045,0.03899426707522036,209.214405,206.05006400000002,209.26504781736224,206.9478491177783,0.004964158657711747
2015-03-05,210.46,76825940,210.62,210.8,209.85,0.0010935636714248798,0.04013047346051257,209.53440500000002,206.128864,209.37885278713728,207.08558052492427,0.004816944989648973
2015-03-06,207.5,186468600,209.42,209.94,207.1,-0.014064430295543162,0.025501630918256968,209.603405,206.129464,209.19991442645752,207.10183226904488,0.005538223714981932
2015-03-09,208.36,89621890,207.74,208.79,207.5459,0.004144578313252989,0.02975190273796624,209.74390499999998,206.14166400000002,209.11992257631871,207.15117218006276,0.0055492824070759155
2015-03-10,204.98,156656000,206.71,206.81,204.93,-0.016221923593780163,0.01304734605120128,209.76140500000002,206.08586400000002,208.7256442357169,207.06602817300148,0.006639649688175328
2015-03-11,204.5,109058000,205.29,205.5,204.4,-0.0023416918723777602,0.01067510131461935,209.645905,206.00706399999999,208.3232019275534,206.96539961719753,0.006172633687084638
2015-03-12,207.1,93451320,205.26,207.175,205.2,0.01271393643031793,0.02352476030443862,209.654405,205.97466400000002,208.20670650588164,206.97067806358194,0.0068481921049231165
2015-03-13,205.8272,162353900,206.77,207.9338,204.58,-0.0061458232737807705,0.017234358011268824,209.49976499999997,205.939208,207.9800868386548,206.92583578657874,0.0065931441130913345
2015-03-16,208.58,135571800,206.71,208.69,205.8641,0.01337432564792218,0.030839181575566643,209.439765,206.000008,208.0372214254496,206.9907049714188,0.007243809387053674
2015-03-17,207.96,94322500,207.69,208.42,206.98,-0.0029724805829897116,0.027775032124148336,209.332265,206.05060799999998,208.0298670039782,207.02871654116709,0.0072545097677819805
2015-03-18,210.46,227287200,207.39,211.27,206.62,0.012021542604347069,0.040130473460513016,209.34876500000001,206.225408,208.26130824169456,207.16327667680758,0.00777646068372876
2015-03-19,209.5,117697000,209.96,210.4697,209.03,-0.004561436852608569,0.035385983987348935,209.32476499999999,206.419008,208.3792788853427,207.25491288556023,0.007845130525243745
2015-03-20,210.41,177517400,209.71,211.02,209.4903,0.004343675417661119,0.03988336463378572,209.283315,206.581008,208.57268089626243,207.37864179200886,0.0077862066450244995
2015-03-23,210.0,71619060,210.42,211.11,210.0,-0.0019485765885651762,0.03785707225462187,209.222865,206.66300800000002,208.70861604899935,207.48144015310658,0.007796364391971115
2015-03-24,208.82,76947650,209.85,210.4,208.74,-0.005619047619047635,0.03202530394385783,209.07336500000002,206.754408,208.71922404433275,207.533932696122,0.007848591464176118
2015-03-25,205.76,159285600,209.07,209.35,205.71,-0.01465376879609237,0.01690224374814764,208.77986500000003,206.816608,208.43739318296772,207.4643667080388,0.008448233748816637
2015-03-26,205.27,152909900,204.96,206.37,204.12,-0.002381415241057394,0.014480577246220427,208.47436499999998,206.88040800000002,208.13573668935175,207.37831311164513,0.008451073050573623
2015-03-27,205.74,117057900,205.13,205.95,204.9,0.0022896672675012386,0.016803400217456854,208.228365,206.97800800000002,207.90757129036587,207.31406553863943,0.00847695971778685
2015-03-30,208.25,95986750,206.98,208.61,206.96,0.012199863905900665,0.029208263319166816,208.04136499999998,207.16260999999997,207.94018354842626,207.35076885084965,0.0088438574180049
2015-03-31,206.43,126569200,207.26,208.1,206.36,-0.008739495798319341,0.02021350202629346,207.80686500000002,207.25861,207.79635654381423,207.3146602684634,0.00899304233351222
2015-04-01,205.7,137055500,206.39,206.42,204.51,-0.0035363077072131377,0.016605713156075064,207.58036,207.33150999999998,207.59670353964142,207.25134025793542,0.00898187771929137
2015-04-02,206.435,86817710,205.62,206.98,205.4,0.0035731648031114283,0.020238212908966435,207.37911,207.39861000000002,207.48606510729462,207.21932691448697,0.009030011619034448
2015-04-06,207.83,113960800,205.37,208.45,205.21,0.006757575023615292,0.027132549174657905,207.39560999999998,207.43321,207.5188208113618,207.24327487862476,0.008626867510357066
2015-04-07,207.28,81058840,207.855,208.76,207.24,-0.002646393687148252,0.024414352080657675,207.34161,207.47941,207.49607597218449,207.24471507946302,0.008593490423624688
2015-04-08,207.975,89261180,207.55,208.51,207.08,0.003352952527981401,0.027849164772167034,207.49136,207.52990999999997,207.54168778435738,207.27335370379782,0.007748834604299412
2015-04-09,208.9,85426740,207.78,209.18,207.19,0.004447649957927791,0.03242067806662208,207.71136,207.65310999999997,207.67105085251382,207.3371437546293,0.007754791795903366
2015-04-10,210.04,72471010,209.2,210.09,208.96,0.005457156534226737,0.038054759316004105,207.85836,207.85111,207.89666505703633,207.44313811719286,0.007341205795409319
2015-04-13,209.09,74139030,209.87,210.63,209.03,-0.004522948009902827,0.03335969160818553,208.0215,207.993106,208.01031600398525,207.50772093612647,0.007269820446731397
2015-04-14,209.49,74795430,208.85,209.71,208.1,0.0019130517958774185,0.035336562222003876,208.067,208.193906,208.15123828932,207.58545737000387,0.00665298833352137
2015-04-15,210.43,99415800,210.05,211.04,209.95,0.004487087689149849,0.03998220816447695,208.1905,208.36410600000002,208.36826321414665,207.69700806137627,0.006672557155409041
2015-04-16,210.37,68783390,210.03,210.98,209.7928,-0.00028513044717959346,0.039685677572404154,208.186,208.474706,208.55890481279937,207.80183127465563,0.0061085980989471255
2015-04-17,207.95,191012500,208.94,209.23,207.01,-0.011503541379474291,0.027725610358803277,208.1085,208.552506,208.50091387824705,207.80764181290442,0.0065616473741206705
2015-04-20,209.85,92026870,209.06,210.25,208.96,0.009136811733589933,0.037115745774440434,208.08049999999997,208.62710600000003,208.62939827079495,207.88773429082974,0.006824400854991614
2015-04-21,209.6,71355280,210.67,210.86,209.24,-0.0011913271384321744,0.035880201640803966,208.0605,208.70810599999996,208.72183653071923,207.95488196569917,0.006815764874742766
2015-04-22,210.63,78047720,210.01,210.85,208.9,0.0049141221374044974,0.040970643471386126,208.15099999999998,208.82810600000002,208.90356638493645,208.0597885552796,0.006771489591171239
2015-04-23,211.16,102247700,210.15,211.94,210.01,0.0025162607415847305,0.04358999703469535,208.421,208.915106,209.11846482446632,208.1813654746804,0.005769681981116004
2015-04-24,211.6499,61224640,211.66,211.97,211.11,0.002320041674559681,0.046011169318969536,208.739995,209.00950400000002,209.35955388880285,208.31738643645767,0.005706716182111212
2015-04-27,210.77,79107250,212.33,212.48,210.54,-0.00415733718749689,0.041662548186222725,208.991495,209.04650400000003,209.49388208986923,208.41356736051813,0.005843014117217844
2015-04-28,211.44,86758030,210.74,211.5,209.3301,0.003178820515253644,0.04497380646436855,209.15099500000002,209.079704,209.67922665273883,208.532250993439,0.005271423449174888
2015-04-29,210.57,125567200,210.37,211.29,209.6,-0.004114642451759409,0.04067411287931355,209.357995,209.08890399999996,209.76406220962087,208.61216271918647,0.004922005147323616
2015-04-30,208.46,160666400,209.88,210.35,207.62,-0.010020420762691717,0.030246120391421938,209.495995,209.055504,209.6398658087046,208.60619555372818,0.005424743012217466
2015-05-01,210.72,103245100,209.4,210.77,209.28,0.010841408423678311,0.04141543935949543,209.710245,209.070304,209.74273573168512,208.68908984573883,0.005855100939388246
2015-05-04,211.32,70813860,211.23,212.02,211.1,0.0028473804100228595,0.044380745280222955,209.88474499999998,209.071924,209.89295137628653,208.79226279296478,0.005717954924139999
2015-05-05,208.9,113182500,211.03,211.46,208.73,-0.011451826613666394,0.03242067806662208,209.96574500000003,209.025744,209.79838457854495,208.79648778147597,0.006309612614247476
2015-05-06,208.04,135438200,209.56,209.93,206.76,-0.004116802297750133,0.028170406246912583,209.968995,208.950344,209.6309193805883,208.7668215939671,0.0063471021354769815
2015-05-07,208.87,88018400,207.92,209.38,207.52,0.003989617381272792,0.03227241277058557,209.967495,208.895144,209.5584508681513,208.7708678059684,0.006331147906487511
2015-05-08,211.62,156207000,210.88,211.86,210.78,0.013166084167185232,0.045863398240586495,210.046495,208.899944,209.75478888070833,208.88259848024418,0.006890098823134273
2015-05-11,210.605,75465110,211.57,211.89,210.52,-0.004796333049806312,0.04084708905802237,210.12224500000002,208.89884400000003,209.83576136825994,208.95014363788167,0.006900637042626896
2015-05-12,209.98,119647000,209.61,210.63,208.62,-0.0029676408442345092,0.03775822872393109,210.146745,208.85864400000003,209.8494983808066,208.99053016188634,0.006929943500618661
2015-05-13,210.02,94544280,210.47,211.22,209.74,0.00019049433279372252,0.0379559157853131,210.126245,208.836644,209.8657366302536,209.0309015280869,0.006854262594841633
2015-05-14,212.21,95825920,211.24,212.32,210.91,0.01042757832587382,0.048779282395968515,210.21824500000002,208.876242,210.08899980832467,209.1555720563972,0.007244466243168829
2015-05-15,212.44,76393990,212.44,212.61,211.86,0.0010838320531547652,0.04991598299891398,210.442745,208.915842,210.31290458848423,209.2843731522248,0.006674749219939887
2015-05-18,213.1,74382800,212.24,213.4,212.16,0.003106759555639327,0.0531778195117143,210.60524500000002,209.02784200000002,210.57834224672382,209.43400557762774,0.006423595446204123
2015-05-19,213.03,72041550,213.24,213.57,212.69,-0.0003284842796809073,0.052831867154296,210.77674499999998,209.121242,210.81183346132156,209.5750249667404,0.00641248799452168
2015-05-20,212.88,76542810,213.15,213.78,212.504,-0.0007041261794114018,0.052090540674114116,210.889245,209.279242,211.00880170310046,209.7046318307898,0.006346949290887964
2015-05-21,213.5,64544870,212.71,213.75,212.51,0.0029124389327321865,0.055154690125532646,211.00624499999998,209.45924200000002,211.24605868375758,209.8534697982098,0.006354021547885861
2015-05-22,212.99,57367260,213.04,213.54,212.91,-0.00238875878220135,0.05263418009291443,211.07325,209.577042,211.41214833292352,209.97647098259372,0.006372987385840114
2015-05-26,210.7,124074500,212.4,212.9089,210.2,-0.01075167848255798,0.041316595828804425,211.06975000000003,209.67449799999997,211.3443246821689,210.00484466955083,0.006775506134877843
2015-05-27,212.7,92949380,211.25,212.98,210.7612,0.009492168960607561,0.05120094889789617,211.13275,209.756898,211.47343661720043,210.11053703545082,0.007071738295659725
2015-05-28,212.46,74855480,212.33,212.59,211.63,-0.0011283497884343463,0.050014826529605205,211.22725,209.846898,211.56739503460992,210.20267283798216,0.007004362711513854
2015-05-29,211.14,123383800,212.38,212.43,210.82,-0.00621293419937885,0.043491153504004565,211.36124999999998,209.860498,211.52669074559944,210.23943076590444,0.006751402991330279
2015-06-01,211.57,93171140,211.94,212.34,210.62,0.0020365634176375824,0.0456162894138592,211.40375,209.901898,211.53081543649472,210.29160995155524,0.006326279871167566
2015-06-02,211.36,91438580,211.02,212.19,210.27,-0.000992579288178752,0.044578432341604746,211.40574999999998,209.92089800000002,211.51454729968572,210.33350760051385,0.006300571305762283
2015-06-03,211.92,87704660,212.0,212.67,211.3301,0.0026495079485238104,0.04734605120095048,211.55675000000002,209.95929800000002,211.5531618425728,210.395722988729,0.005709557020959612
2015-06-04,210.1292,151747400,211.07,211.859,209.75,-0.008450358625896492,0.03849560146288589,211.66120999999998,209.98548200000002,211.41754642899446,210.3852711068181,0.005979172106565482
2015-06-05,209.77,121669100,209.95,210.58,208.98,-0.0017094244874105158,0.036720371651677075,211.70621,210.065682,211.26063724528072,210.36114282811934,0.005940626808190599
2015-06-08,208.48,88866040,209.64,209.82,208.39,-0.006149592410735649,0.030344963922112944,211.54921,210.129882,210.99581465049206,210.28737252113427,0.005258072435289417
2015-06-09,208.45,104826800,208.45,209.1,207.69,-0.00014389869531850064,0.030196698626076657,211.44146,210.184082,210.75335611234996,210.21531869677608,0.005171088799168623
2015-06-10,210.95,133678600,209.37,211.41,209.2987,0.011993283761093876,0.04255213996244134,211.48996000000002,210.238082,210.77208410164997,210.24412972827508,0.005835044152918673
2015-06-11,211.63,73755850,211.48,212.09,211.2,0.0032235126807300674,0.04591282000593244,211.57046,210.34208199999998,210.8537903776833,210.29847758206824,0.0058728000684299085
2015-06-12,210.01,135327800,210.64,211.482,209.68,-0.0076548693474460805,0.03790649401996804,211.46046,210.428282,210.77342938933253,210.28716473571262,0.005634588779842545
2015-06-15,209.11,124240100,208.64,209.45,207.79,-0.004285510213799193,0.03345853513887698,211.29396000000003,210.48178199999998,210.61500754272944,210.2410014127435,0.00568257021613921
2015-06-16,210.25,85152890,208.93,210.35,208.72,0.005451676151307927,0.03909261638825923,211.15146,210.530182,210.58024491961234,210.24135429851827,0.005790035825297806
2015-06-17,210.59,126642800,210.59,211.32,209.36,0.0016171224732461909,0.04077295641000478,211.02945999999997,210.596382,210.58117397488735,210.25502667896853,0.005812149246325021
2015-06-18,212.78,164892200,211.31,213.34,210.6315,0.010399354195355981,0.051596323020660195,211.02446,210.692482,210.79058597727905,210.35404524057762,0.006306880745270142
2015-06-19,210.81,130219500,211.46,211.55,210.36,-0.009258388946329577,0.04186023524760496,210.88995999999997,210.730682,210.79243493182392,210.3719258193785,0.006591361150880723
2015-06-22,211.89,70514900,211.905,212.59,211.64,0.005123096627294599,0.04719778590491441,210.83496,210.76768199999998,210.8969649383169,210.4314581401872,0.006698017186114009
2015-06-23,212.04,68053640,212.14,212.44,211.57,0.0007079144839303719,0.047939112385096294,210.90196,210.826682,211.00582542038197,210.49453821312105,0.006224681280717463
2015-06-24,210.5,92151530,211.72,212.17,210.47,-0.007262780607432573,0.040328160521895695,210.79195999999996,210.846882,210.95765157082178,210.4947524008418,0.00605256140489565
2015-06-25,209.86,97026210,211.1,211.25,209.77,-0.003040380047505842,0.03716516753978638,210.66196,210.83548199999998,210.85311332598164,210.4698601498284,0.006078016839967411
2015-06-26,209.82,103470400,210.29,210.58,209.16,-0.00019060325931585798,0.03696748047840437,210.59596000000002,210.82448200000002,210.75472158065006,210.44437543807044,0.005932638341443589
2015-06-29,205.42,194187600,208.045,209.828,205.33,-0.02097035554284632,0.015221903726402752,210.28846,210.77388200000001,210.24665285868338,210.24734110716574,0.007484061447242746
2015-06-30,205.85,182761900,207.26,207.32,205.28,0.002093272320124573,0.01734703963625739,210.01296000000002,210.69388199999997,209.82792401499927,210.07489635786513,0.007525620293132087
2015-07-01,207.5,134195600,207.73,208.03,206.56,0.008015545299975724,0.025501630918258078,209.79196000000002,210.65188199999997,209.60621696595172,209.97392003010572,0.007765405064014887
2015-07-02,207.31,104256300,208.07,208.27,206.81,-0.000915662650602389,0.024562617376694407,209.651,210.585482,209.38752963586109,209.8694525779447,0.007566406817279737
2015-07-06,206.72,117560100,205.77,207.65,205.53,-0.002845979451063685,0.021646733221312386,209.49849999999998,210.496682,209.1334791943505,209.7459446337116,0.007579057053677282
2015-07-07,208.02,173452600,206.96,208.17,204.11,0.006288699690402577,0.02807156271622202,209.4755,210.424084,209.0274335567933,209.6782605304288,0.00761896629134694
2015-07-08,204.53,163538700,206.45,206.7645,204.25,-0.016777232958369415,0.01082336661065697,209.2795,210.29928399999997,208.5991065513844,209.47636796060806,0.008484639410652748
2015-07-09,204.9,141251300,207.04,207.35,204.77,0.0018090255708209657,0.012651971928439032,208.977,210.16848400000003,208.2468106893478,209.29690255038813,0.007958496000030168
2015-07-10,207.48,129124200,207.29,207.98,204.9517,0.012591508052708589,0.025402787387567294,208.76950000000002,210.10668400000003,208.1737810998861,209.22565146998073,0.008503422384839282
2015-07-13,209.77,105721800,208.99,209.9,208.94,0.011037208405629606,0.0367203716516773,208.75750000000002,210.13288400000002,208.325801947516,209.24699847115795,0.00875189988076203
2015-07-14,210.68,81287840,209.72,211.05,209.65,0.004338084568813461,0.041217752298114085,208.836,210.132084,208.5500112858478,209.3031946095439,0.008743147805068328
